TweetDate,likes_sum,likes_mean,retweet_sum,retweet_mean,replies_sum,replies_mean,engagement_sum,engagement_mean
7/2/2021,14,14,1,1,0,0,0.045554195,0.045554195
14/2/2021,42,8.4,4,0.8,1,0.2,0.156592546,0.031318509
21/2/2021,74,7.4,4,0.4,0,0,0.233465251,0.023346525
28/2/2021,8051,805.1,4591,459.1,89,8.9,50.33169148,5.033169148
